Customer Name,Customer Segment,Customer State,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,Zip Code,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Greg Matthias,Home Office,Washington,29/06/2007 12:00:00 SA,7461,Low,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,West,1025,03/07/2007 12:00:00 SA,Regular Air,98601,0,1,28,"0,38",$111,$261,"1,39","8,74"
Greg Matthias,Home Office,Washington,29/06/2007 12:00:00 SA,7461,Low,Office Supplies,Wrap Bag,"Brites Rubber Bands, 1 1/2 oz. Box",Rubber Bands,West,1026,03/07/2007 12:00:00 SA,Regular Air,98601,"0,02",1,44,"0,83",($17),$90,"0,7","1,98"
Michelle Huthwaite,Home Office,Idaho,30/06/2007 12:00:00 SA,51623,Critical,Furniture,Small Box,Eldon® Wave Desk Accessories,Office Furnishings,West,7241,30/06/2007 12:00:00 SA,Regular Air,83552,"0,06",1,17,"0,43",($67),$39,"5,33","2,08"
Brian Stugart,Corporate,Connecticut,30/06/2007 12:00:00 SA,13602,Low,Office Supplies,Small Box,Xerox 1910,Paper,East,1894,30/06/2007 12:00:00 SA,Regular Air,06928,"0,02",1,13,"0,37",$268,$661,"5,09","48,04"
Mike Gockenbach,Consumer,Wisconsin,30/06/2007 12:00:00 SA,25541,Low,Office Supplies,Small Box,Xerox 1903,Paper,Central,3582,02/07/2007 12:00:00 SA,Regular Air,53235,"0,07",1,50,"0,36",($111),$298,"5,79","5,98"
Brian Stugart,Corporate,Connecticut,30/06/2007 12:00:00 SA,13602,Low,Technology,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,East,1895,05/07/2007 12:00:00 SA,Delivery Truck,06928,"0,03",1,3,"0,56",($434),$445,"17,85","145,45"
Tamara Manning,Corporate,South Carolina,01/07/2007 12:00:00 SA,43911,Medium,Furniture,Large Box,Telescoping Adjustable Floor Lamp,Office Furnishings,South,6200,01/07/2007 12:00:00 SA,Regular Air,29808,"0,06",1,29,"0,6",($54),$578,"11,17","19,99"
Toby Swindell,Small Business,Florida,01/07/2007 12:00:00 SA,30567,Not Specified,Office Supplies,Jumbo Drum,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Appliances,South,4291,01/07/2007 12:00:00 SA,Delivery Truck,32046,"0,1",1,14,"0,58",($368),$2.691,"68,02","208,16"
Clytie Kelty,Small Business,South Carolina,01/07/2007 12:00:00 SA,34691,Critical,Technology,Jumbo Drum,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,South,4875,01/07/2007 12:00:00 SA,Delivery Truck,29001,"0,02",1,23,"0,56",$1.425,$7.203,"26,53","306,14"
Toby Swindell,Small Business,Florida,01/07/2007 12:00:00 SA,30567,Not Specified,Office Supplies,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,South,4292,02/07/2007 12:00:00 SA,Regular Air,32046,"0,07",1,8,"0,4",$103,$734,"19,99","90,48"
Toby Swindell,Small Business,Florida,01/07/2007 12:00:00 SA,30567,Not Specified,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,South,4293,02/07/2007 12:00:00 SA,Regular Air,32046,"0,02",1,14,"0,56",$7,$63,"0,94","4,28"
Tamara Manning,Corporate,South Carolina,01/07/2007 12:00:00 SA,43911,Medium,Technology,Jumbo Drum,Panasonic KX-P1131 Dot Matrix Printer,Office Machines,South,6201,02/07/2007 12:00:00 SA,Delivery Truck,29808,0,1,36,"0,58",$2.685,$9.921,"17,86","264,98"
Tamara Manning,Corporate,South Carolina,01/07/2007 12:00:00 SA,43911,Medium,Furniture,Jumbo Drum,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Chairs & Chairmats,South,6202,03/07/2007 12:00:00 SA,Delivery Truck,29808,"0,06",1,23,"0,57",$1.278,$7.484,"58,95","320,98"
Toby Swindell,Small Business,Florida,01/07/2007 12:00:00 SA,30567,Not Specified,Furniture,Small Pack,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Office Furnishings,South,4294,03/07/2007 12:00:00 SA,Express Air,32046,"0,01",1,3,"0,45",$23,$39,"7,29","9,48"
Clytie Kelty,Small Business,South Carolina,01/07/2007 12:00:00 SA,34691,Critical,Office Supplies,Small Box,Xerox 1939,Paper,South,4877,03/07/2007 12:00:00 SA,Express Air,29001,"0,1",1,13,"0,37",($7),$246,"9,54","18,97"
Clytie Kelty,Small Business,South Carolina,01/07/2007 12:00:00 SA,34691,Critical,Office Supplies,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,South,4876,03/07/2007 12:00:00 SA,Regular Air,29001,"0,08",1,27,"0,58",($169),$218,"9,23","7,77"
Jennifer Patt,Home Office,Florida,01/07/2007 12:00:00 SA,8325,Critical,Technology,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,South,1144,03/07/2007 12:00:00 SA,Delivery Truck,32099,"0,08",1,21,"0,4",($253),$2.364,"56,14","115,99"
Jennifer Patt,Home Office,Florida,01/07/2007 12:00:00 SA,8325,Critical,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,South,1145,04/07/2007 12:00:00 SA,Regular Air,32099,"0,08",1,27,"0,56",$14,$113,"0,94","4,28"
Giulietta Weimer,Corporate,Arizona,02/07/2007 12:00:00 SA,37729,Not Specified,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,West,5297,02/07/2007 12:00:00 SA,Regular Air,86409,0,1,48,"0,38",($27),$448,"6,19","8,6"
Jennifer Jackson,Home Office,New Jersey,02/07/2007 12:00:00 SA,12676,High,Furniture,Small Box,"6"" Cubicle Wall Clock, Black",Office Furnishings,East,1769,03/07/2007 12:00:00 SA,Express Air,07514,"0,08",1,25,"0,49",($81),$201,"7,96","8,09"
Amy Hunt,Consumer,Texas,02/07/2007 12:00:00 SA,22243,Critical,Office Supplies,Wrap Bag,Newell 335,Pens & Art Supplies,Central,3103,03/07/2007 12:00:00 SA,Regular Air,73301,"0,09",1,9,"0,56",($2),$25,"0,7","2,88"
Amy Cox,Small Business,Washington,02/07/2007 12:00:00 SA,48773,Medium,Office Supplies,Wrap Bag,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Paper,West,6849,04/07/2007 12:00:00 SA,Regular Air,98625,"0,06",1,7,"0,38",$3,$51,"2,17","7,04"
Skye Norling,Home Office,New Jersey,02/07/2007 12:00:00 SA,6884,Low,Office Supplies,Small Box,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Paper,East,951,07/07/2007 12:00:00 SA,Regular Air,07010,"0,01",1,41,"0,36",($61),$217,"4,75","4,98"
Skye Norling,Home Office,New Jersey,02/07/2007 12:00:00 SA,6884,Low,Office Supplies,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,East,950,07/07/2007 12:00:00 SA,Regular Air,07010,"0,04",1,47,"0,39",$119,$296,"1,02","6,35"
Xylona Price,Corporate,New Mexico,03/07/2007 12:00:00 SA,30915,Low,Office Supplies,Wrap Bag,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Pens & Art Supplies,West,4341,03/07/2007 12:00:00 SA,Express Air,88439,"0,04",1,20,"0,57",($18),$63,"2,03","2,98"
Sylvia Foulston,Corporate,New Jersey,03/07/2007 12:00:00 SA,31781,Medium,Office Supplies,Small Box,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,East,4459,04/07/2007 12:00:00 SA,Regular Air,07001,"0,1",1,46,"0,39",($283),$249,"8,49","5,81"
Sylvia Foulston,Corporate,New Jersey,03/07/2007 12:00:00 SA,31781,Medium,Office Supplies,Wrap Bag,Assorted Color Push Pins,Rubber Bands,East,4460,04/07/2007 12:00:00 SA,Regular Air,07001,"0,03",1,41,"0,52",$6,$78,"0,75","1,81"
Joe Elijah,Home Office,Texas,03/07/2007 12:00:00 SA,49541,Medium,Office Supplies,Small Box,"Fellowes Personal Hanging Folder Files, Navy",Storage & Organization,Central,6941,04/07/2007 12:00:00 SA,Regular Air,77037,0,1,35,"0,57",$16,$504,"5,5","13,43"
Jason Klamczynski,Small Business,Nebraska,03/07/2007 12:00:00 SA,39173,Critical,Furniture,Jumbo Box,"Bevis Round Conference Table Top, X-Base",Tables,Central,5533,05/07/2007 12:00:00 SA,Delivery Truck,69367,"0,05",1,2,"0,76",($316),$373,"29,21","179,29"
Sanjit Jacobs,Consumer,Idaho,03/07/2007 12:00:00 SA,2370,Critical,Furniture,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,West,345,05/07/2007 12:00:00 SA,Regular Air,83877,"0,02",1,6,"0,69",($86),$680,"13,99","110,98"
Sanjit Jacobs,Consumer,Idaho,03/07/2007 12:00:00 SA,2370,Critical,Office Supplies,Wrap Bag,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,West,346,05/07/2007 12:00:00 SA,Regular Air,83877,"0,01",1,30,"0,4",$59,$257,"2,87","8,01"
Jason Klamczynski,Small Business,Nebraska,03/07/2007 12:00:00 SA,39173,Critical,Office Supplies,Wrap Bag,Stockwell Push Pins,Rubber Bands,Central,5534,05/07/2007 12:00:00 SA,Regular Air,69367,"0,09",1,36,"0,52",$3,$76,"0,78","2,18"
Christina Anderson,Corporate,Texas,03/07/2007 12:00:00 SA,22147,Low,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,Central,3086,07/07/2007 12:00:00 SA,Regular Air,77474,"0,04",1,37,"0,44",$175,$832,"8,99","22,72"
Xylona Price,Corporate,New Mexico,03/07/2007 12:00:00 SA,30915,Low,Technology,Small Box,M70,Telephones and Communication,West,4342,08/07/2007 12:00:00 SA,Regular Air,88439,"0,01",1,25,"0,59",$561,$2.836,"8,99","125,99"
Katherine Ducich,Corporate,Colorado,04/07/2007 12:00:00 SA,10272,Medium,Office Supplies,Small Box,Xerox 1991,Paper,West,1415,04/07/2007 12:00:00 SA,Regular Air,81653,"0,06",1,26,"0,39",$76,$566,"8,18","22,84"
Carlos Soltero,Small Business,Michigan,04/07/2007 12:00:00 SA,12771,Critical,Office Supplies,Small Box,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Labels,Central,1781,04/07/2007 12:00:00 SA,Regular Air,49822,"0,08",1,40,"0,39",($193),$1.143,"19,99","30,53"
Paul Prost,Corporate,Florida,04/07/2007 12:00:00 SA,46884,Medium,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,South,6585,05/07/2007 12:00:00 SA,Regular Air,32119,"0,1",1,25,"0,55",$40,$280,"2,36","11,55"
Randy Ferguson,Home Office,Florida,04/07/2007 12:00:00 SA,32868,Not Specified,Office Supplies,Small Pack,"Boston Model 1800 Electric Pencil Sharpener, Gray",Pens & Art Supplies,South,4612,05/07/2007 12:00:00 SA,Regular Air,32119,"0,05",1,39,"0,55",$201,$1.101,"6,17","28,15"
Benjamin Venier,Small Business,Maryland,04/07/2007 12:00:00 SA,1921,Medium,Office Supplies,Jumbo Drum,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Appliances,South,278,06/07/2007 12:00:00 SA,Delivery Truck,21794,"0,05",1,24,"0,57",$541,$7.872,"91,05","328,14"
Joel Eaton,Home Office,New Jersey,04/07/2007 12:00:00 SA,43620,Medium,Office Supplies,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Paper,East,6158,06/07/2007 12:00:00 SA,Express Air,07001,"0,05",1,11,"0,36",$0,$50,"2,26","4,2"
Paul Prost,Corporate,Florida,04/07/2007 12:00:00 SA,46884,Medium,Office Supplies,Small Box,Security-Tint Envelopes,Envelopes,South,6586,06/07/2007 12:00:00 SA,Regular Air,32119,"0,1",1,18,"0,36",$40,$130,"1,39","7,64"
Katherine Ducich,Corporate,Colorado,04/07/2007 12:00:00 SA,10272,Medium,Office Supplies,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,West,1416,06/07/2007 12:00:00 SA,Regular Air,81653,"0,03",1,3,"0,4",($50),$299,"19,99","90,48"
Carlos Soltero,Small Business,Michigan,04/07/2007 12:00:00 SA,12771,Critical,Office Supplies,Wrap Bag,Newell 323,Pens & Art Supplies,Central,1782,06/07/2007 12:00:00 SA,Regular Air,49822,"0,01",1,46,"0,59",($43),$78,"1,57","1,68"
John Lee,Corporate,Texas,04/07/2007 12:00:00 SA,18945,Medium,Technology,Small Pack,Maxell DVD-RAM Discs,Computer Peripherals,Central,2619,06/07/2007 12:00:00 SA,Regular Air,79080,"0,06",1,33,"0,42",$169,$529,"1,99","16,48"
Paul Prost,Corporate,Florida,04/07/2007 12:00:00 SA,46884,Medium,Technology,Small Box,6162,Telephones and Communication,South,6587,06/07/2007 12:00:00 SA,Regular Air,32119,0,1,3,"0,59",($510),$337,"2,5","125,99"
Joel Eaton,Home Office,New Jersey,04/07/2007 12:00:00 SA,43620,Medium,Office Supplies,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,East,6159,07/07/2007 12:00:00 SA,Regular Air,07001,"0,05",1,13,"0,43",($89),$196,"13,32","14,81"
Natalie Webber,Corporate,Ohio,05/07/2007 12:00:00 SA,22118,High,Office Supplies,Small Box,Avery Arch Ring Binders,Binders and Binder Accessories,Central,3084,05/07/2007 12:00:00 SA,Regular Air,43002,"0,05",1,50,"0,38",$1.316,$2.843,"1,49","58,1"
Kristen Hastings,Corporate,New Jersey,05/07/2007 12:00:00 SA,58784,Medium,Office Supplies,Small Box,Xerox 1891,Paper,East,8220,05/07/2007 12:00:00 SA,Regular Air,07981,"0,06",1,29,"0,38",$574,$1.379,"5,81","48,91"
Kristen Hastings,Corporate,New Jersey,05/07/2007 12:00:00 SA,58784,Medium,Office Supplies,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,East,8222,06/07/2007 12:00:00 SA,Regular Air,07981,"0,02",1,12,"0,35",$1,$142,"5,72","11,58"
Kristen Hastings,Corporate,New Jersey,05/07/2007 12:00:00 SA,58784,Medium,Office Supplies,Small Box,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage & Organization,East,8221,06/07/2007 12:00:00 SA,Regular Air,07981,"0,02",1,17,"0,59",($210),$279,"17,78","15,51"
Kristen Hastings,Corporate,New Jersey,05/07/2007 12:00:00 SA,58784,Medium,Furniture,Jumbo Drum,Global Leather Executive Chair,Chairs & Chairmats,East,8223,07/07/2007 12:00:00 SA,Delivery Truck,07981,"0,05",1,25,"0,55",$2.372,$8.875,39,"350,99"
Kristen Hastings,Corporate,New Jersey,05/07/2007 12:00:00 SA,58784,Medium,Technology,Small Box,"AT&T Black Trimline Phone, Model 210",Office Machines,East,8224,07/07/2007 12:00:00 SA,Express Air,07981,"0,04",1,20,"0,49",($77),$331,"9,4","15,99"
Erica Bern,Corporate,Michigan,05/07/2007 12:00:00 SA,48199,Not Specified,Office Supplies,Small Box,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,Central,6772,08/07/2007 12:00:00 SA,Regular Air,49971,"0,1",1,47,"0,4",$280,$672,"1,39","15,74"
Arthur Gainer,Consumer,North Carolina,06/07/2007 12:00:00 SA,66,Low,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,South,11,06/07/2007 12:00:00 SA,Regular Air,27006,"0,09",1,41,"0,56",$8,$108,"0,7","2,88"
Chris Cortes,Consumer,Florida,06/07/2007 12:00:00 SA,20711,Critical,Technology,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,South,2874,07/07/2007 12:00:00 SA,Delivery Truck,32046,0,1,18,"0,39",($117),$2.216,"56,14","119,99"
Chris Cortes,Consumer,Florida,06/07/2007 12:00:00 SA,20711,Critical,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,South,2875,08/07/2007 12:00:00 SA,Regular Air,32046,"0,1",1,5,"0,37",($20),$99,"9,03","18,97"
Stuart Calhoun,Consumer,Utah,06/07/2007 12:00:00 SA,16999,Critical,Office Supplies,Small Box,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Appliances,West,2357,08/07/2007 12:00:00 SA,Regular Air,84337,"0,09",1,18,"0,55",$1.082,$3.568,"0,99","207,48"
Tanja Norvell,Corporate,Utah,07/07/2007 12:00:00 SA,38340,Critical,Office Supplies,Small Box,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Appliances,West,5392,08/07/2007 12:00:00 SA,Regular Air,84631,"0,02",1,36,"0,57",$685,$2.167,"3,5","60,22"
Cynthia Arntzen,Small Business,Texas,07/07/2007 12:00:00 SA,44197,High,Furniture,Jumbo Box,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bookcases,Central,6237,10/07/2007 12:00:00 SA,Delivery Truck,79080,"0,02",1,27,"0,65",($230),$3.970,"53,48","140,98"
Larry Tron,Home Office,Virginia,08/07/2007 12:00:00 SA,32800,Not Specified,Furniture,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,South,4601,09/07/2007 12:00:00 SA,Delivery Truck,24157,"0,04",1,33,"0,64",$1.162,$11.336,"58,92","355,98"
Roy Phan,Corporate,New York,08/07/2007 12:00:00 SA,35936,Medium,Furniture,Large Box,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Office Furnishings,East,5042,09/07/2007 12:00:00 SA,Regular Air,10501,"0,03",1,40,"0,61",$813,$4.153,"24,49","105,34"
Rob Haberlin,Corporate,Michigan,08/07/2007 12:00:00 SA,38021,Medium,Office Supplies,Jumbo Drum,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,Central,5349,09/07/2007 12:00:00 SA,Delivery Truck,49877,"0,04",1,16,"0,59",$835,$4.407,"23,19","279,81"
Rob Haberlin,Corporate,Michigan,08/07/2007 12:00:00 SA,38021,Medium,Office Supplies,Small Box,Avery 508,Labels,Central,5350,09/07/2007 12:00:00 SA,Regular Air,49877,"0,02",1,36,"0,36",$82,$173,"0,5","4,91"
Roy Phan,Corporate,New York,08/07/2007 12:00:00 SA,35936,Medium,Office Supplies,Small Box,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Binders and Binder Accessories,East,5043,09/07/2007 12:00:00 SA,Regular Air,10501,"0,08",1,41,"0,35",($10),$312,"4,71","7,84"
Larry Tron,Home Office,Virginia,08/07/2007 12:00:00 SA,32800,Not Specified,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,South,4600,09/07/2007 12:00:00 SA,Regular Air,24157,"0,09",1,19,"0,37",$9,$354,"8,68","19,98"
Harold Ryan,Home Office,Connecticut,08/07/2007 12:00:00 SA,49505,Critical,Technology,Small Pack,"Memorex Slim 80 Minute CD-R, 10/Pack",Computer Peripherals,East,6936,09/07/2007 12:00:00 SA,Express Air,06928,"0,04",1,34,"0,43",$86,$336,"1,99","9,78"
Henry MacAllister,Small Business,Texas,08/07/2007 12:00:00 SA,31138,High,Furniture,Jumbo Box,Hon iLevel™ Computer Training Table,Tables,Central,4370,10/07/2007 12:00:00 SA,Delivery Truck,77037,"0,05",1,37,"0,65",($1.228),$1.251,"45,51","31,76"
Rob Haberlin,Corporate,Michigan,08/07/2007 12:00:00 SA,38021,Medium,Office Supplies,Small Box,"Premier Elliptical Ring Binder, Black",Binders and Binder Accessories,Central,5351,10/07/2007 12:00:00 SA,Regular Air,49877,"0,02",1,46,"0,37",$709,$1.482,"1,49","30,44"
Harold Ryan,Home Office,Connecticut,08/07/2007 12:00:00 SA,49505,Critical,Office Supplies,Small Box,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Binders and Binder Accessories,East,6937,10/07/2007 12:00:00 SA,Regular Air,06928,"0,04",1,12,"0,35",($8),$98,"4,71","7,84"
Larry Tron,Home Office,Virginia,08/07/2007 12:00:00 SA,32800,Not Specified,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,South,4602,10/07/2007 12:00:00 SA,Regular Air,24157,"0,07",1,40,"0,37",$69,$752,"8,68","19,98"
Aaron Smayling,Small Business,Ohio,08/07/2007 12:00:00 SA,37638,Low,Office Supplies,Small Box,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Labels,Central,5287,10/07/2007 12:00:00 SA,Regular Air,43001,"0,07",1,33,"0,39",($141),$140,"6,89","4,13"
Thea Hudgings,Consumer,Illinois,08/07/2007 12:00:00 SA,52608,Low,Office Supplies,Wrap Bag,4009® Highlighters by Sanford,Pens & Art Supplies,Central,7378,12/07/2007 12:00:00 SA,Regular Air,62444,"0,05",1,36,"0,52",$40,$148,"0,7","3,98"
Andrew Allen,Corporate,Illinois,08/07/2007 12:00:00 SA,58759,Low,Office Supplies,Wrap Bag,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,Central,8219,15/07/2007 12:00:00 SA,Regular Air,60001,"0,1",1,4,"0,4",($7),$33,"2,87","8,01"
Khloe Miller,Corporate,Mass,09/07/2007 12:00:00 SA,28225,Critical,Furniture,Small Box,"Career Cubicle Clock, 8 1/4"", Black",Office Furnishings,East,3955,09/07/2007 12:00:00 SA,Regular Air,02054,0,1,9,"0,47",($50),$206,"14,39","20,28"
Nathan Mautz,Home Office,Alabama,09/07/2007 12:00:00 SA,53891,High,Office Supplies,Small Box,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Binders and Binder Accessories,South,7535,09/07/2007 12:00:00 SA,Regular Air,35077,"0,02",1,36,"0,36",($17),$563,"9,73","15,22"
Russell Applegate,Small Business,Illinois,09/07/2007 12:00:00 SA,55360,Medium,Furniture,Jumbo Box,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Tables,Central,7724,10/07/2007 12:00:00 SA,Delivery Truck,62541,0,1,39,"0,68",$1.517,$8.865,"29,1","217,85"
Nathan Mautz,Home Office,Alabama,09/07/2007 12:00:00 SA,53891,High,Furniture,Medium Box,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Office Furnishings,South,7536,10/07/2007 12:00:00 SA,Express Air,35077,"0,02",1,44,"0,67",($238),$4.040,"39,61","92,23"
Nathan Mautz,Home Office,Alabama,09/07/2007 12:00:00 SA,53891,High,Technology,Small Box,8890,Telephones and Communication,South,7537,10/07/2007 12:00:00 SA,Express Air,35077,"0,03",1,25,"0,58",$553,$2.571,"5,92","115,99"
Amy Hunt,Home Office,Texas,09/07/2007 12:00:00 SA,7815,Critical,Technology,Small Box,PC Concepts 116 Key Quantum 3000 Keyboard,Computer Peripherals,Central,1058,10/07/2007 12:00:00 SA,Regular Air,73301,"0,09",1,6,"0,75",($126),$187,"5,5","32,98"
Nathan Mautz,Home Office,Alabama,09/07/2007 12:00:00 SA,53891,High,Technology,Small Box,Motorola SB4200 Cable Modem,Computer Peripherals,South,7538,10/07/2007 12:00:00 SA,Regular Air,35077,"0,07",1,27,"0,48",$812,$4.585,"19,99","179,99"
Guy Phonely,Corporate,California,09/07/2007 12:00:00 SA,28225,Critical,Office Supplies,Large Box,"Carina 42""Hx23 3/4""W Media Storage Unit",Storage & Organization,West,3956,11/07/2007 12:00:00 SA,Regular Air,90835,"0,01",1,13,"0,83",($330),$1.161,35,"80,98"
Russell Applegate,Small Business,Illinois,09/07/2007 12:00:00 SA,55360,Medium,Office Supplies,Small Box,Avery 498,Labels,Central,7725,11/07/2007 12:00:00 SA,Regular Air,62541,"0,07",1,49,"0,38",$51,$135,"0,5","2,89"
Sally Matthias,Home Office,Mass,09/07/2007 12:00:00 SA,13636,Low,Furniture,Jumbo Box,Whirlpool Upright Freezer,Bookcases,East,1909,13/07/2007 12:00:00 SA,Delivery Truck,02139,"0,02",1,32,"0,62",$7.514,$28.180,"44,55","880,98"
Jocasta Rupert,Consumer,Nebraska,10/07/2007 12:00:00 SA,10661,Not Specified,Office Supplies,Small Pack,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","Scissors, Rulers and Trimmers",Central,1481,11/07/2007 12:00:00 SA,Regular Air,68001,0,1,18,"0,58",($99),$136,"8,37","6,84"
